ID,Elevation,Slope,Ruggedness_Index,Forest_Age_Structure,Dis_Power_Lines,Dis_Log_Power_Lines,Dis_All_Roads,Dis_Log_All_Roads,Dis_All_Big_Roads,Dis_All_Log_Big_Roads,Dis_To_Mine,Dis_To_Log_Mine,Dis_Small_Roads,Dis_Log_Small_Roads,Broad_Leaved_Forest,Coniferous_Forest,Clear_Cut_Forest,Young_Forest,Mire,Lake,Flat_Areas,NE_Slop,SE_Slop,SW_Slop,NW_Slop,Pellet_Found_2009,Pellet_Found_2010
246,461,11.53134,0.003424327,60,3040,8.019941688,291,5.676753802,2079,7.640123173,3051,8.023552392,291,5.676753802,0,1,0,0,0,0,0,1,0,0,0,0,0
247,440,16.20515,0.000879394,60,2969,7.996317232,200,5.303304908,2098,7.64921632,3134,8.050384453,200,5.303304908,0,1,0,0,0,0,0,1,0,0,0,0,0
248,416,14.2527,0.000871976,77,2899,7.972466016,100,4.615120517,2088,7.644440762,3217,8.076515328,100,4.615120517,0,1,0,0,0,0,0,1,0,0,0,0,0
249,399,8.486281,0.002584669,58,2828,7.947678571,0,0,2055,7.628517627,3301,8.102283624,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
252,392,5.438008,0.00078498,0,2616,7.869783903,141,4.955827058,1978,7.590346946,3559,8.177515824,141,4.955827058,0,0,0,0,1,0,0,0,0,1,0,0,0
253,396,7.300469,0.00027042,77,2545,7.842278779,212,5.361292166,1944,7.573017256,3647,8.201934351,212,5.361292166,0,1,0,0,0,0,0,0,0,1,0,0,0
254,327,5.667883,0.000297652,85,4872,8.491465043,50,3.931825633,3138,8.051659557,2154,7.675546003,50,3.931825633,0,1,0,0,0,0,0,0,0,1,0,1,0
255,333,2.504071,0.000472705,85,4810,8.478660242,111,4.718498871,3101,8.039802344,2118,7.658699558,111,4.718498871,0,1,0,0,0,0,0,0,0,1,0,1,1
256,335,1.994289,0.000172297,55,4750,8.466110401,206,5.332718793,3067,8.028781162,2088,7.644440762,206,5.332718793,0,0,1,0,0,0,0,0,0,1,0,0,1
257,338,2.715742,5.68E-05,25,4686,8.452547998,291,5.676753802,3036,8.018625465,2061,7.631431665,291,5.676753802,0,0,0,1,0,0,0,0,0,1,0,0,1
258,341,2.631573,2.36E-05,14,4622,8.438799124,316,5.758901774,3000,8.006700845,2039,7.620705087,316,5.758901774,0,0,0,1,0,0,0,0,0,1,0,1,0
259,344,2.034959,0.000113487,14,4560,8.425297177,250,5.525452939,2941,7.986844901,2022,7.612336837,250,5.525452939,0,0,1,0,0,0,0,0,0,1,0,0,0
260,347,3.890544,0.000209596,14,4500,8.412054873,180,5.198497031,2884,7.967280179,2009,7.605890001,180,5.198497031,0,0,0,1,0,0,0,0,0,1,0,0,0
261,352,4.953713,3.62E-05,14,4440,8.398634855,111,4.718498871,2830,7.948385285,2002,7.602401336,111,4.718498871,0,0,1,0,0,0,0,0,0,1,0,0,1
262,356,5.302065,3.37E-05,14,4382,8.3854887,50,3.931825633,2778,7.92984643,2000,7.601402335,50,3.931825633,0,0,0,1,0,0,0,0,0,1,0,0,0
263,360,5.267519,0.000172933,76,4326,8.37262974,0,0,2729,7.912056888,2002,7.602401336,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
264,368,6.666862,6.81E-05,83,4272,8.360071436,70,4.262679877,2683,7.895063498,2009,7.605890001,70,4.262679877,0,1,0,0,0,0,0,0,0,1,0,0,0
265,377,7.253561,6.30E-05,95,4219,8.347590407,141,4.955827058,2638,7.878155337,2022,7.612336837,141,4.955827058,0,1,0,0,0,0,0,0,0,1,0,0,0
266,386,6.13738,0.000134574,89,4167,8.335191583,212,5.361292166,2594,7.861341796,2039,7.620705087,212,5.361292166,0,1,0,0,0,0,0,0,0,1,0,0,0
267,395,5.438008,0.000104057,83,4118,8.323365694,282,5.645446898,2553,7.845416037,2061,7.631431665,282,5.645446898,0,1,0,0,0,0,0,0,0,1,0,0,0
268,402,4.731286,5.79E-05,79,4070,8.311643949,360,5.888877958,2516,7.830822995,2088,7.644440762,360,5.888877958,0,1,0,0,0,0,0,0,0,1,0,0,0
269,409,4.094768,4.37E-05,67,4024,8.30028019,447,6.104793232,2482,7.817222786,2118,7.658699558,447,6.104793232,0,1,0,0,0,0,0,0,0,1,0,1,0
270,415,3.533268,2.62E-05,67,3981,8.289539485,474,6.163314804,2442,7.800982071,2154,7.675546003,474,6.163314804,0,1,0,0,0,0,0,0,0,1,0,0,0
271,420,3.243992,2.61E-05,55,3939,8.278936002,514,6.244166901,2405,7.785720897,2193,7.693481641,514,6.244166901,0,1,0,0,0,0,0,0,0,1,0,0,0
272,425,3.533268,1.95E-05,55,3900,8.26898821,570,6.34738921,2371,7.77148876,2236,7.712890961,570,6.34738921,0,1,0,0,0,0,0,0,0,1,0,0,0
273,430,2.429397,4.97E-05,55,3862,8.259199363,636,6.456769656,2342,7.759187439,2282,7.733245647,636,6.456769656,0,1,0,0,0,0,0,0,0,1,0,0,0
274,433,3.533268,9.46E-05,65,3827,8.250097753,604,6.405228458,2316,7.748028524,2332,7.754910272,604,6.405228458,0,0,0,0,1,0,0,0,0,1,0,0,0
275,439,3.890544,0.000120799,71,3794,8.24143969,514,6.244166901,2294,7.738488122,2385,7.777373603,514,6.244166901,0,1,0,0,0,0,0,0,0,1,0,0,1
276,444,3.800384,0.000202073,52,3810,8.245646901,403,6.001414878,2326,7.752335163,2482,7.817222786,403,6.001414878,0,1,0,0,0,0,0,0,0,1,0,1,0
277,451,4.465878,0.000193596,52,3779,8.237479289,320,5.771441123,2313,7.746732908,2540,7.840312983,320,5.771441123,0,0,0,1,0,0,0,0,0,1,0,0,0
278,455,5.067206,0.000177807,52,3747,8.228977643,250,5.525452939,2304,7.742835955,2600,7.863651265,250,5.525452939,0,0,0,1,0,0,0,0,0,1,0,1,0
279,460,9.271651,0.001179801,52,3716,8.22067217,206,5.332718793,2300,7.74109909,2663,7.887584032,206,5.332718793,0,1,0,0,0,0,0,0,0,1,0,1,0
280,476,14.69362,0.000779046,52,3676,8.209852481,206,5.332718793,2300,7.74109909,2728,7.911690521,206,5.332718793,0,1,0,0,0,0,0,0,0,1,0,1,0
281,499,11.72335,0.005482674,69,3640,8.200013648,250,5.525452939,2300,7.74109909,2795,7.935945103,250,5.525452939,0,1,0,0,0,0,0,0,0,1,0,1,0
282,502,2.918995,0.00312678,41,3605,8.190354404,316,5.758901774,2302,7.7419679,2864,7.960323629,316,5.758901774,0,0,0,1,0,0,0,0,1,0,0,1,0
283,495,6.257968,0.001012272,49,3535,8.170751424,360,5.888877958,2308,7.744569809,2934,7.984462732,360,5.888877958,0,1,0,0,0,0,0,1,0,0,0,0,0
284,483,7.200756,0.00020398,47,3464,8.150467912,424,6.052089169,2319,7.749322465,3007,8.009030685,424,6.052089169,0,0,0,1,0,0,0,1,0,0,0,1,0
285,472,7.05128,0.000183423,45,3394,8.13005904,474,6.163314804,2334,7.75576717,3080,8.033009499,474,6.163314804,0,0,0,1,0,0,0,1,0,0,0,0,1
286,457,8.327409,0.000449605,60,3323,8.108924156,500,6.216606101,2353,7.763871288,3156,8.057377489,500,6.216606101,0,1,0,0,0,0,0,1,0,0,0,0,0
287,445,4.433861,0.000771735,17,3252,8.087332926,424,6.052089169,2375,7.77317368,3233,8.08147504,424,6.052089169,0,0,0,1,0,0,0,0,1,0,0,1,0
288,440,5.11506,0.000138813,17,3181,8.065265209,353,5.869296913,2392,7.780303088,3310,8.105005538,353,5.869296913,0,0,0,1,0,0,0,0,1,0,0,1,0
289,432,5.545037,7.83E-05,17,3111,8.043020885,282,5.645446898,2371,7.77148876,3390,8.128880142,282,5.645446898,0,0,0,1,0,0,0,0,1,0,0,1,0
290,423,6.880907,0.000387934,16,3040,8.019941688,223,5.411646052,2342,7.759187439,3470,8.152198016,223,5.411646052,0,0,0,1,0,0,0,0,1,0,0,0,1
291,412,6.712039,0.000403828,16,2969,7.996317232,180,5.198497031,2316,7.748028524,3551,8.175266104,180,5.198497031,0,0,0,1,0,0,0,1,0,0,0,1,0
292,400,5.81248,0.00021002,16,2899,7.972466016,111,4.718498871,2294,7.738488122,3633,8.198089249,111,4.718498871,0,0,0,1,0,0,0,1,0,0,0,0,1
293,390,5.512049,0.000202921,16,2828,7.947678571,50,3.931825633,2261,7.724004657,3716,8.22067217,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
294,384,1.181015,0.000346926,11,2757,7.922261058,50,3.931825633,2229,7.709756864,3800,8.243019469,50,3.931825633,0,0,0,0,1,0,0,1,0,0,0,0,0
295,384,0.8593723,3.16E-05,0,2687,7.896552702,150,5.017279837,2198,7.695757991,3884,8.264878263,150,5.017279837,0,0,0,0,1,0,0,1,0,0,0,0,0
296,382,1.01275,4.82E-05,17,2616,7.869783903,250,5.525452939,2170,7.68294317,3970,8.286773231,250,5.525452939,0,0,0,0,1,0,0,1,0,0,0,0,1
297,332,6.657789,0.00041718,18,4801,8.476787777,223,5.411646052,3190,8.068089626,2319,7.749322465,223,5.411646052,0,0,0,1,0,0,0,0,0,1,0,0,0
298,334,4.207653,0.000179079,25,4743,8.464635941,316,5.758901774,3138,8.051659557,2308,7.744569809,316,5.758901774,0,0,0,1,0,0,0,0,0,1,0,0,0
299,338,3.800384,0.000146018,72,4687,8.452761331,320,5.771441123,3088,8.035602693,2302,7.7419679,320,5.771441123,0,1,0,0,0,0,0,0,0,1,0,0,0
300,339,3.082495,0.000113063,36,4632,8.440959885,250,5.525452939,3041,8.020270473,2300,7.74109909,250,5.525452939,0,0,0,0,1,0,0,0,0,1,0,0,0
301,343,4.044691,4.96E-05,39,4579,8.429454277,180,5.198497031,2996,8.005367067,2302,7.7419679,180,5.198497031,0,0,0,0,1,0,0,0,0,1,0,0,0
302,349,5.486251,8.21E-05,78,4527,8.41803562,111,4.718498871,2951,7.990238186,2308,7.744569809,111,4.718498871,0,1,0,0,0,0,0,0,0,1,0,0,0
303,357,5.467748,0.000107235,74,4477,8.406931797,50,3.931825633,2909,7.97590836,2319,7.749322465,50,3.931825633,0,1,0,0,0,0,0,0,0,1,0,0,0
304,362,6.283728,0.000174311,75,4429,8.396154863,111,4.718498871,2869,7.962067309,2334,7.75576717,111,4.718498871,0,1,0,0,0,0,0,0,0,1,0,0,1
305,371,7.66235,0.000118256,75,4382,8.3854887,206,5.332718793,2832,7.9490915,2353,7.763871288,206,5.332718793,0,1,0,0,0,0,0,0,0,1,0,0,0
306,383,7.623028,9.08E-05,75,4338,8.375399186,304,5.720311777,2797,7.936660155,2376,7.773594467,304,5.720311777,0,1,0,0,0,0,0,0,0,1,0,1,0
307,388,6.895514,0.000132667,75,4316,8.370315996,353,5.869296913,2777,7.929486523,2390,7.779466967,353,5.869296913,0,1,0,0,0,0,0,0,0,1,0,0,0
308,404,6.331736,0.000152482,75,4254,8.355850041,502,6.22059017,2721,7.909122183,2435,7.798112629,502,6.22059017,0,1,0,0,0,0,0,0,0,1,0,0,0
309,414,5.25209,0.000178973,75,4215,8.34664209,602,6.401917197,2687,7.896552702,2469,7.81197343,602,6.401917197,0,1,0,0,0,0,0,0,0,1,0,0,0
310,418,3.816451,0.00023365,75,4225,8.349011198,707,6.562444094,2706,7.90359629,2553,7.845416037,707,6.562444094,0,1,0,0,0,0,0,0,0,1,0,0,0
311,427,3.601925,7.84E-05,75,4143,8.329416784,650,6.478509642,2631,7.875499292,2549,7.843848638,650,6.478509642,0,1,0,0,0,0,0,0,0,1,0,1,0
312,433,4.433861,0.000190947,75,4110,8.321421587,550,6.311734809,2608,7.866722285,2594,7.861341796,550,6.311734809,0,1,0,0,0,0,0,0,0,0,1,0,0
313,445,7.667577,0.001623366,75,4127,8.325548307,452,6.115892125,2638,7.878155337,2685,7.895808377,452,6.115892125,0,1,0,0,0,0,0,0,0,0,1,0,0
314,445,4.16385,0.001258532,75,4047,8.305978211,350,5.860786223,2573,7.853216388,2692,7.898411093,350,5.860786223,0,1,0,0,0,0,0,1,0,0,0,0,0
315,440,3.445503,0.001134025,60,4016,8.298290634,250,5.525452939,2562,7.848933726,2745,7.917900586,250,5.525452939,0,1,0,0,0,0,0,1,0,0,0,0,0
316,436,3.445503,0.000583967,59,3984,8.290292591,150,5.017279837,2554,7.845807503,2801,7.938088727,150,5.017279837,0,1,0,0,0,0,0,0,0,1,0,0,0
317,437,4.289153,8.23E-05,60,3946,8.280711076,50,3.931825633,2550,7.844240718,2860,7.958926493,50,3.931825633,0,0,0,1,0,0,0,0,1,0,0,0,0
318,434,5.018887,0.00018035,60,3956,8.283241441,0,0,2600,7.863651265,2960,7.993282328,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
319,435,6.331736,0.001559046,67,3889,8.266164437,0,0,2600,7.863651265,3022,8.014004995,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
320,443,11.86794,0.001936383,78,3818,8.247743887,70,4.262679877,2601,7.864035659,3085,8.034631033,70,4.262679877,0,1,0,0,0,0,0,0,0,1,0,0,1
321,453,13.51828,0.001340336,78,3747,8.228977643,141,4.955827058,2607,7.866338923,3151,8.055792451,141,4.955827058,0,1,0,0,0,0,0,0,0,1,0,1,0
322,456,12.29035,0.000761032,78,3676,8.209852481,158,5.068904202,2617,7.870165946,3219,8.077136639,158,5.068904202,0,1,0,0,0,0,0,0,0,1,0,0,0
323,457,11.04835,0.00076792,21,3606,8.190631681,200,5.303304908,2630,7.875119281,3288,8.098338846,200,5.303304908,0,0,0,1,0,0,0,0,1,0,0,1,0
324,454,7.717048,0.001576424,17,3535,8.170751424,200,5.303304908,2647,7.881559917,3358,8.11939859,200,5.303304908,0,0,1,0,0,0,0,0,1,0,0,0,0
325,445,6.651733,0.000851525,17,3464,8.150467912,200,5.303304908,2668,7.889459149,3431,8.140898461,200,5.303304908,0,0,0,1,0,0,0,0,1,0,0,1,0
326,435,5.738885,0.00038592,16,3394,8.13005904,206,5.332718793,2687,7.896552702,3504,8.161945799,206,5.332718793,0,0,0,1,0,0,0,0,1,0,0,0,0
327,423,6.000835,9.90E-05,13,3323,8.108924156,250,5.525452939,2658,7.885705391,3579,8.183118079,250,5.525452939,0,0,0,1,0,0,0,0,1,0,0,1,0
328,415,4.582808,6.60E-05,15,3252,8.087332926,250,5.525452939,2631,7.875499292,3655,8.204124933,250,5.525452939,0,0,0,1,0,0,0,1,0,0,0,0,0
329,409,2.811949,6.35E-05,14,3181,8.065265209,250,5.525452939,2608,7.866722285,3732,8.224967479,250,5.525452939,0,0,0,1,0,0,0,0,1,0,0,0,0
330,403,2.639336,4.99E-05,16,3111,8.043020885,206,5.332718793,2577,7.854769183,3810,8.245646901,206,5.332718793,0,0,0,1,0,0,0,0,1,0,0,0,1
331,398,4.582808,0.000160217,16,3040,8.019941688,111,4.718498871,2546,7.842671475,3890,8.266421473,111,4.718498871,0,0,0,1,0,0,0,1,0,0,0,0,1
332,389,5.493635,0.00010003,17,2969,7.996317232,50,3.931825633,2514,7.830028083,3970,8.286773231,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
333,382,1.358634,0.000414636,0,2899,7.972466016,50,3.931825633,2486,7.818832444,4051,8.306965865,50,3.931825633,0,0,0,0,1,0,0,0,1,0,0,0,0
334,382,1.181015,4.26E-05,49,2828,7.947678571,111,4.718498871,2462,7.809135398,4133,8.32700074,111,4.718498871,0,1,0,0,0,0,0,0,0,1,0,0,0
335,382,1.032802,0.000135634,49,2757,7.922261058,206,5.332718793,2435,7.798112629,4215,8.34664209,206,5.332718793,0,1,0,0,0,0,0,0,1,0,0,0,1
336,319,2.308417,0.000251346,24,4939,8.50512061,212,5.361292166,3354,8.118207049,2601,7.864035659,212,5.361292166,0,0,0,0,1,0,0,0,0,1,0,0,0
337,322,3.439572,0.000153224,72,4887,8.494538501,282,5.645446898,3309,8.104703468,2600,7.863651265,282,5.645446898,0,1,0,0,0,0,0,0,0,1,0,0,0
338,327,3.533268,0.00012917,75,4837,8.484256691,353,5.869296913,3265,8.091321274,2601,7.864035659,353,5.869296913,0,1,0,0,0,0,0,0,0,1,0,0,0
339,327,3.367573,0.000415908,77,4788,8.4740769,364,5.899897354,3223,8.078378104,2607,7.866338923,364,5.899897354,0,1,0,0,0,0,0,0,0,1,0,0,0
340,334,4.36445,0.000242233,75,4741,8.464214267,350,5.860786223,3184,8.066207568,2617,7.870165946,350,5.860786223,0,1,0,0,0,0,0,0,0,1,0,0,0
342,345,6.08447,0.000195609,75,4651,8.445052514,403,6.001414878,3112,8.04334217,2647,7.881559917,403,6.001414878,0,0,0,0,1,0,0,0,0,1,0,1,0
343,354,7.860959,0.000893911,21,4609,8.435983136,460,6.133398043,3073,8.030734924,2668,7.889459149,460,6.133398043,0,0,0,1,0,0,0,0,0,1,0,0,0
344,369,16.55059,0.002243784,21,4569,8.427268484,531,6.276643489,3037,8.018954683,2692,7.898411093,531,6.276643489,0,0,0,1,0,0,0,0,0,1,0,0,0
345,373,16.22218,0.00112417,42,4577,8.429017501,640,6.463029457,3051,8.023552392,2768,7.926241523,640,6.463029457,0,0,0,1,0,0,0,0,0,1,0,0,0
346,382,12.84131,0.000694169,72,4541,8.421122723,565,6.338594078,3022,8.014004995,2798,7.93701749,565,6.338594078,0,1,0,0,0,0,0,0,0,1,0,1,1
347,390,14.65779,0.001380814,100,4506,8.413387023,500,6.216606101,2995,8.005033345,2832,7.9490915,500,6.216606101,0,1,0,0,0,0,0,0,0,1,0,1,0
348,409,14.5768,0.002783775,67,4474,8.406261631,447,6.104793232,2971,7.996990406,2869,7.962067309,447,6.104793232,0,1,0,0,0,0,0,0,0,1,0,0,0
349,419,5.685719,0.001128727,100,4396,8.388677769,460,6.133398043,2902,7.973499964,2863,7.959974528,460,6.133398043,0,1,0,0,0,0,0,0,1,0,0,1,1
350,410,5.781057,0.000556204,59,4411,8.39208338,400,5.993961427,2934,7.984462732,2951,7.990238186,400,5.993961427,0,0,0,1,0,0,0,0,1,0,0,0,1
351,405,7.84057,0.00271723,20,4379,8.384804003,400,5.993961427,2921,7.980023592,2997,8.005700679,400,5.993961427,0,0,0,1,0,0,0,0,1,0,0,0,1
352,406,13.27067,0.002524906,39,4346,8.377241231,403,6.001414878,2910,7.976251944,3045,8.021584533,403,6.001414878,0,0,0,1,0,0,0,0,0,1,0,0,0
353,411,14.32005,0.001043214,20,4308,8.368461138,360,5.888877958,2903,7.973844376,3095,8.037866235,360,5.888877958,0,1,0,0,0,0,0,0,0,1,0,0,0
354,414,11.30993,0.0015156,30,4242,8.353025845,316,5.758901774,2900,7.972810784,3148,8.054840221,316,5.758901774,0,0,0,1,0,0,0,0,1,0,0,0,1
355,413,6.985377,0.001339701,60,4171,8.336150816,250,5.525452939,2900,7.972810784,3203,8.072155308,250,5.525452939,0,1,0,0,0,0,0,0,0,1,0,0,0
356,412,4.373769,0.000487434,60,4101,8.319229939,180,5.198497031,2900,7.972810784,3260,8.089789176,180,5.198497031,0,1,0,0,0,0,0,0,1,0,0,0,0
357,410,4.933166,0.000621902,60,4030,8.301769763,150,5.017279837,2901,7.973155433,3320,8.108021221,150,5.017279837,0,1,0,0,0,0,0,0,0,1,0,0,0
358,418,6.866266,0.000176112,60,3959,8.283999304,111,4.718498871,2906,7.974876901,3381,8.126222529,111,4.718498871,0,1,0,0,0,0,0,0,0,1,0,1,1
359,426,6.457954,0.000855234,60,3889,8.266164437,100,4.615120517,2915,7.977968093,3444,8.144679183,100,4.615120517,0,0,0,1,0,0,0,0,0,1,0,0,1
360,425,3.533268,0.000490189,14,3818,8.247743887,100,4.615120517,2927,7.982074875,3508,8.163086376,100,4.615120517,0,0,0,1,0,0,0,0,1,0,0,0,1
361,421,4.36445,4.06E-05,14,3747,8.228977643,100,4.615120517,2942,7.987184748,3575,8.182000136,100,4.615120517,0,0,1,0,0,0,0,0,1,0,0,1,1
362,419,4.16385,6.99E-05,12,3676,8.209852481,70,4.262679877,2961,7.993619995,3643,8.200837258,70,4.262679877,0,0,1,0,0,0,0,0,1,0,0,0,0
363,414,5.667883,0.000137329,13,3606,8.190631681,50,3.931825633,2974,7.997999318,3712,8.219595454,50,3.931825633,0,0,0,1,0,0,0,0,1,0,0,1,0
364,408,4.094768,0.000222736,13,3535,8.170751424,50,3.931825633,2947,7.988882253,3783,8.23853693,50,3.931825633,0,0,0,1,0,0,0,0,1,0,0,1,0
365,406,4.36445,0.000157038,13,3464,8.150467912,50,3.931825633,2923,7.980707821,3855,8.257385656,50,3.931825633,0,0,1,0,0,0,0,0,1,0,0,0,1
366,400,4.089788,0.000104162,13,3394,8.13005904,50,3.931825633,2893,7.970394907,3928,8.27614022,50,3.931825633,0,0,0,1,0,0,0,0,1,0,0,1,0
367,397,5.255952,0.000185543,12,3323,8.108924156,50,3.931825633,2862,7.959625305,4002,8.294799359,50,3.931825633,0,0,1,0,0,0,0,0,1,0,0,0,1
368,394,5.067206,0.000404676,16,3252,8.087332926,70,4.262679877,2830,7.948385285,4078,8.313607139,70,4.262679877,0,0,0,1,0,0,0,0,1,0,0,1,1
